Id,Domanda,Opzione corretta,Opzioni
139,I principali sistemi di scelta del contraente negli appalti pubblici sono:,b,"a) le stazioni appaltanti consultano gli operatori economici da loro scelti e negoziano con uno o più di essi le condizioni dell'appalto
 b) La procedura negoziata, la procedura ristretta e la procedura aperta
 c) Unicamente le procedure di accreditamento c.d. libero e le procedure di co-progettazione e partenariato finalizzate a rapporti puramente gratuiti
 d) pubblicano un avviso di indizione di gara precisando che si tratta di un sistema dinamico di acquisizione
 "
140,"Il ""concessionario"" è:",a,"a) un operatore economico cui è stata affidata o aggiudicata una concessione
 b) le amministrazioni dello Stato; gli enti pubblici territoriali; gli altri enti pubblici non economici; gli organismi di diritto pubblico; le associazioni, unioni, consorzi, comunque denominati, costituiti da detti soggetti
 c) Un operatore economico che ha sollecitato un invito o è stato invitato a partecipare a una procedura ristretta, a una procedura competitiva con negoziazione, a una procedura negoziata senza previa pubblicazione di un bando di gara, a un dialogo competitivo o a un partenariato per l'innovazione o ad una procedura per l'aggiudicazione di una concessione
 d) in una procedura di affidamento alla quale ogni operatore economico può chiedere di partecipare e in cui possono presentare un'offerta soltanto gli operatori economici invitati dalle stazioni appaltanti
 "
141,Il calcolo del valore stimato di un appalto misto di servizi e forniture si fonda sul valore totale dei servizi e delle forniture:,d,"a) limitata e determinata nel bando di gara dall'amministrazione aggiudicatrice o dall'ente aggiudicatore in funzione dei lavori o servizi richiesti al concessionario
 b) affidamento diretto per lavori di importo inferiore a 150.000 euro, anche senza consultazione di più operatori economici
 c) contestualmente all'adozione di ogni SAL e comunque entro un termine non superiore a sette giorni dall'adozione degli stessi
 d) prescindendo dalle rispettive quote e tale calcolo comprende il valore delle operazioni di posa e di installazione
 "
142,Il codice CIG va richiesto anche per i contratti per i quali attualmente non esiste l'obbligo del versamento del contributo all'Autorità?,c,"a) Deve usare conti correnti postali o bancari dedicati alle commesse pubbliche, anche in via non esclusiva
 b) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 c) Sì, è obbligatorio richiedere il codice CIG, ai fini della tracciabilità, per tutti i contratti di lavori, servizi e forniture, a prescindere dall'importo degli stessi e dalle modalità di affidamento e quindi anche per i contratti esclusi dall'obbligo del versamento del contributo in favore dell'Autorità
 d) Nei casi in cui l'Amministrazione dia il via ad una procedura negoziata, al fine di motivare la scelta di questo tipo di procedura
 "
143,"Il Codice degli appalti disciplina, tra le modalità di scelta del contraente, anche la procedura ristretta. Qual è normalmente il termine minimo per la ricezione delle domande di partecipazione?",b,"a) No, il limite temporale è diversificato proprio in funzione della procedura
 b) Trenta giorni dalla data di trasmissione del bando di gara
 c) le stazioni appaltanti consultano gli operatori economici da loro scelti e negoziano con uno o più di essi le condizioni dell'appalto
 d) Prima dell'avvio delle procedure di affidamento dei contratti pubblici, le stazioni appaltanti, in conformita' ai propri ordinamenti, decretano o determinano di contrarre
 "
144,Il Codice degli appalti stabilisce che gli operatori economici in possesso della Certificazione UNI EN ISO 9000 possano presentare una garanzia provvisoria ridotta. A quanto ammonta tale riduzione?,b,"a) la loro capacità tecnico-professionale
 b) Al 50%
 c) Si, purché confermino che le informazioni ivi contenute sono ancore valide
 d) Trasparenza e tracciabilità dell'intero processo d'acquisto
 "
145,Il Codice degli appalti stabilisce che l'asta elettronica è:,b,"a) alla natura, all'oggetto e alle caratteristiche del contratto
 b) Un processo per fasi successive basato su un dispositivo elettronico di presentazione di nuovi prezzi modificati al ribasso o di nuovi valori riguardanti taluni elementi delle offerte, che interviene dopo una prima valutazione completa delle offerte permettendo che la loro classificazione possa essere effettuata sulla base di un trattamento automatico
 c) diventa efficace a seguito della verifica del possesso dei requisiti prescritti nel bando
 d) Si, devono essere pubblicati nella sezione ""Amministrazione trasparente""
 "
146,Il Codice dei contratti pubblici disciplina gli appalti:,a,"a) di servizi, forniture, lavori e opere
 b) Unicamente le procedure di accreditamento c.d. libero e le procedure di co-progettazione e partenariato finalizzate a rapporti puramente gratuiti
 c) La procedura negoziata, la procedura ristretta e la procedura aperta
 d) Si, devono essere pubblicati nella sezione ""Amministrazione trasparente""
 "
147,Il Codice Identificativo di gara (CIG) viene acquisito attraverso:,b,"a) Processo per acquisti di uso corrente, le cui caratteristiche generalmente disponibili sul mercato soddisfano le esigenze di una stazione appaltante, anche sopra soglia
 b) la Banca dati nazionale dei contratti pubblici
 c) un'autodichiarazione dell'impresa sulla propria situazione finanziaria, sulle proprie capacita' e sulla propria idoneita' per una procedura di appalto pubblico
 d) si assume ogni responsabilità con riferimento alla scelta, alla nomina ed all'attività svolta da quest'ultimo
 "
148,Il contraente può essere scelto attraverso:,a,"a) un sistema procedurale definito ""aperto""
 b) responsabile unico del procedimento (RUP) per le fasi della programmazione, della progettazione, dell'affidamento e dell'esecuzione
 c) riservata a coloro che siano stati invitati a partecipare dalla stessa Pubblica Amministrazione
 d) si assume ogni responsabilità con riferimento alla scelta, alla nomina ed all'attività svolta da quest'ultimo
 "
149,Il contratto tipico è quello:,c,"a) limitata e determinata nel bando di gara dall'amministrazione aggiudicatrice o dall'ente aggiudicatore in funzione dei lavori o servizi richiesti al concessionario
 b) Un elemento essenziale del contratto se previsto dalla legge a pena di nullita'
 c) Espressamente previsto e disciplinato dalla legge
 d) è determinato in base al valore stimato più elevato tra quelli dei rispettivi servizi o forniture
 "
150,Il D.U.R.C. è:,b,"a) Un elemento essenziale del contratto se previsto dalla legge a pena di nullita'
 b) Documento Unico Regolarità Contributiva
 c) esclusivamente in nome e per conto del Soggetto Aggiudicatore di appartenenza cui è associato
 d) sarà imputato direttamente ed esclusivamente al Soggetto Aggiudicatore di appartenenza, con conseguente obbligo di darne attuazione
 "
151,Il dialogo competitivo è da ritenersi una procedura di scelta del contraente?,b,"a) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 b) Sì, il dialogo competitivo è una procedura di scelta del contraente
 c) Procedure aperte (D.lgs. 36/2023 e s.m.i.)
 d) La qualità e il maggior pregio si basano su criteri oggettivi, quali gli aspetti qualitativi, ambientali e/o sociali, connessi all'oggetto dell'appalto
 "
152,Il diritto d'accesso agli atti delle procedure di affidamento e di esecuzione dei contratti...,a,"a) È ammesso e trova applicazione la l.241/90, salvo quanto stabilito dal d.lgs. 50/2016
 b) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 c) Esprimere pareri relativamente a questioni insorte nell'ambito di una procedura di gara
 d) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
153,Il Documento di gara unico europeo (DGUE) è:,a,"a) un'autodichiarazione dell'impresa sulla propria situazione finanziaria, sulle proprie capacita' e sulla propria idoneita' per una procedura di appalto pubblico
 b) sull'aggiudicatario e sul concorrente che lo segue in graduatoria
 c) Un processo per fasi successive basato su un dispositivo elettronico di presentazione di nuovi prezzi modificati al ribasso o di nuovi valori riguardanti taluni elementi delle offerte, che interviene dopo una prima valutazione completa delle offerte permettendo che la loro classificazione possa essere effettuata sulla base di un trattamento automatico
 d) Della Corte dei Conti perché azienda che opera con risorse esclusivamente pubbliche
 "
154,Il Fornitore che nomina l'Operatore Delegato:,c,"a) un'autodichiarazione dell'impresa sulla propria situazione finanziaria, sulle proprie capacita' e sulla propria idoneita' per una procedura di appalto pubblico
 b) esclusivamente in nome e per conto del Soggetto Aggiudicatore di appartenenza cui è associato
 c) si assume ogni responsabilità con riferimento alla scelta, alla nomina ed all'attività svolta da quest'ultimo
 d) Processo per acquisti di uso corrente, le cui caratteristiche generalmente disponibili sul mercato soddisfano le esigenze di una stazione appaltante, anche sopra soglia
 "
155,Il mercato elettronico:,b,"a) è redatto sulla base dell'avvenuto svolgimento di indagini geologiche, idrogeologiche, idrologiche, idrauliche, geotecniche, sismiche, storiche, paesaggistiche ed urbanistiche, di verifiche preventive dell'interesse archeologico, di studi preliminari sull'impatto ambientale
 b) è uno strumento di acquisto e di negoziazione che consente acquisti telematici per importi inferiori alla soglia di rilievo europeo
 c) Un elemento essenziale del contratto se previsto dalla legge a pena di nullita'
 d) E' basato sull'importo totale pagabile, al netto dell'IVA, dall'Amministrazione compresa qualsiasi forma di opzione e rinnovo contrattuale
 "
156,Il nominativo del responsabile del procedimento è indicato nel bando o avviso con cui si indice la gara?,a,"a) Si, sempre
 b) Procedura ristretta
 c) Entro cinque giorni dall'adozione del provvedimento
 d) Procedura ristretta
 "
157,Il nominativo del RUP deve essere indicato nel bando o avviso con cui si indice la gara per l'affidamento del contratto di servizi e forniture?,d,"a) Entro cinque giorni dall'adozione del provvedimento
 b) La domanda di partecipazione; il documento di gara unico europeo; l'offerta; ogni altro documento richiesto per la partecipazione alla procedura di gara
 c) Entro cinque giorni dall'adozione del provvedimento
 d) Si, obbligatoriamente
 "
158,Il nominativo del RUP:,d,"a) è redatto sulla base dell'avvenuto svolgimento di indagini geologiche, idrogeologiche, idrologiche, idrauliche, geotecniche, sismiche, storiche, paesaggistiche ed urbanistiche, di verifiche preventive dell'interesse archeologico, di studi preliminari sull'impatto ambientale
 b) sarà imputato direttamente ed esclusivamente al Soggetto Aggiudicatore di appartenenza, con conseguente obbligo di darne attuazione
 c) Prima dell'avvio delle procedure di affidamento dei contratti pubblici, le stazioni appaltanti, in conformita' ai propri ordinamenti, decretano o determinano di contrarre
 d) è indicato nel bando o avviso con cui si indice la gara per l'affidamento del contratto di lavori, servizi, forniture, ovvero, nelle procedure in cui non vi sia bando o avviso con cui si indice la gara, nell'invito a presentare un'offerta
 "
